User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment
Transcript Daily,@TranscriptDaily,2018-11-14T09:37:25.000Z,"Transcript Daily
@TranscriptDaily
·
Nov 14, 2018Q1 2019 EPS Estimates for FMC Corp Decreased by Analyst $FMC http://zpr.io/6iWjb",,,,negative
FMC Corporation,@FMCCorp,2018-11-14T07:00:02.000Z,"FMC Corporation
@FMCCorp
·
Nov 14, 2018Women play a crucial role in to the growth of agriculture in India.
PIB India
@PIB_India
·
Nov 11, 2018
Women's participation is 75% in the production of major crops in the country

Special importance is being given to the role of women in achieving the goal of #DoublingFarmersIncome by 2022 

@AgriGoI @RadhamohanBJP @gssjodhpur
1:35
3,407 views
4
8",,4.0,8.0,neutral
Amy O'Shea,@amygoshea,2018-11-14T03:40:31.000Z,"Amy O'Shea
@amygoshea
·
Nov 14, 2018Replying to 
@agroquimicaFMC
 and 
@FMCCorp
Yo quiero uno!!
1",,,1.0,neutral
Raju Kapoor,@rajukap,2018-11-14T01:03:52.000Z,"Raju Kapoor
@rajukap
·
Nov 14, 2018Replying to 
@Agrow_News
 @Syngenta
 and 10 others
@FMCCorp
 as well",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-11-14T00:56:14.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 14, 201810,068 Shares in FMC Corp $FMC Purchased by First Hawaiian Bank  http://theenterpriseleader.com/?p=1530279",,,,neutral
Jo Gedaka,@sjgedaka,2018-11-13T11:00:29.000Z,"Jo Gedaka
@sjgedaka
·
Nov 13, 2018Replying to 
@FMCCorp
 and 
@kgedaka
Congrats, FMC!",,,,neutral
The Lincolnian,@ThisLincolnian,2018-11-13T10:25:19.000Z,"The Lincolnian
@ThisLincolnian
·
Nov 13, 2018FY2019 EPS Estimates for FMC Corp $FMC Lowered by Analyst http://thelincolnianonline.com/?p=2483671",,,,neutral
Cropin Technology,@CropInTech,2018-11-13T09:59:44.000Z,"Cropin Technology
@CropInTech
·
Nov 13, 2018Hearty Congratulations 
@Bayer4Crops
, 
@Syngenta
, 
@BASF
, 
@FMCCorp
, 
@corteva
, 
@UPLLtd
 and all others for winning awards in other categories.

#Tech4Good #Awards #CropProtection
5",,,5.0,positive
Dakota Financial,@dakotafinancial,2018-11-13T09:48:40.000Z,"Dakota Financial
@dakotafinancial
·
Nov 13, 2018Analysts Offer Predictions for FMC Corp’s Q1 2019 Earnings $FMC http://dakotafinancialnews.com/?p=622427",,,,neutral
WKRB News,@WKRBNews,2018-11-13T09:48:11.000Z,"WKRB News
@WKRBNews
·
Nov 13, 2018Analysts Offer Predictions for FMC Corp’s Q1 2019 Earnings $FMC http://wkrb13.com/?p=688727 #markets",,,,neutral
Raju Kapoor,@rajukap,2018-11-13T03:13:11.000Z,"Raju Kapoor
@rajukap
·
Nov 13, 2018Congrats 
@FMCCorp
Ken Gedaka
@kgedaka
·
Nov 13, 2018
Replying to @FMCCorp
Way to go!!!!",,,,neutral
Raju Kapoor,@rajukap,2018-11-13T03:04:43.000Z,"Raju Kapoor
@rajukap
·
Nov 13, 2018Congratulations all at 
@FMCCorp
Rob McClinton
@McClintonR
·
Sep 14, 2018
@FMCCorp has been nominated for several @Agrow_News awards including !Best Crop Protection Pipeline! Best formulation Innovation and Best Application Technology Innovation. Fantastic to be a part of a company investing in farmer’s futures! #WestCdnAg
2",,,2.0,positive
Enterprise Leader,@EnterpriseLeade,2018-11-13T02:18:17.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 13, 2018Seaport Global Securities Analysts Cut Earnings Estimates for FMC Corp $FMC  http://theenterpriseleader.com/?p=1527103",,,,negative
Ken Gedaka,@kgedaka,2018-11-13T01:17:37.000Z,"Ken Gedaka
@kgedaka
·
Nov 13, 2018Replying to 
@FMCCorp
Way to go!!!!
1
1",,1.0,1.0,neutral
Nicole Heslip,@nicolemheslip,2018-11-12T22:12:27.000Z,"Nicole Heslip
@nicolemheslip
·
Nov 12, 2018Quality concerns grow during wet #corn #soybeans #harvest18 says 
@FMCCorp
 @MichAgBiz
 @brownfield
 #agnews https://brownfieldagnews.com/?p=185381
3",,,3.0,negative
Nicole Heslip,@BRNAgNews_NH,2018-11-12T22:12:23.000Z,"Nicole Heslip
@BRNAgNews_NH
·
Nov 12, 2018Quality concerns grow during wet #corn #soybeans #harvest18 says 
@FMCCorp
 @MichAgBiz
 @brownfield
 #agnews https://brownfieldagnews.com/?p=185381
1
3",,1.0,3.0,negative
Epilepsy Foundation Eastern Pennsylvania,@EFEPA,2018-11-12T17:00:22.000Z,"Epilepsy Foundation Eastern Pennsylvania
@EFEPA
·
Nov 12, 2018A huge thank you to the 
@FMCCorp
 Tower at Cira Centre who has partnered with us to light up purple for #EpilepsyAwarenessMonth! 

The awareness you are creating for those living with #Epilepsy, does not go unnoticed. If you are in the area, make sure to check it out!",,,,neutral
Community Financial,@CFinancialNews,2018-11-12T10:13:45.000Z,"Community Financial
@CFinancialNews
·
Nov 12, 2018FMC Corp $FMC Forecasted to Earn FY2019 Earnings of $5.50 Per Share http://americanbankingnews.com/?p=8581067 #markets",,,,positive
US Banking News,@AmericanBanking,2018-11-12T10:13:45.000Z,"US Banking News
@AmericanBanking
·
Nov 12, 2018FMC Corp $FMC Forecasted to Earn FY2019 Earnings of $5.50 Per Share http://americanbankingnews.com/?p=8581067 #stocks",,,,positive
Storm Investor,@storminvestor,2018-11-12T09:29:41.000Z,"Storm Investor
@storminvestor
·
Nov 12, 2018Jefferies Financial Group Analysts Cut Earnings Estimates for FMC Corp $FMC  http://thestockobserver.com/?p=1720415 #markets",,,,negative
Community Financial,@CFinancialNews,2018-11-12T09:25:00.000Z,"Community Financial
@CFinancialNews
·
Nov 12, 2018Jefferies Financial Group Analysts Cut Earnings Estimates for FMC Corp $FMC http://americanbankingnews.com/?p=8580071 #markets",,,,negative
US Banking News,@AmericanBanking,2018-11-12T09:24:59.000Z,"US Banking News
@AmericanBanking
·
Nov 12, 2018Jefferies Financial Group Analysts Cut Earnings Estimates for FMC Corp $FMC http://americanbankingnews.com/?p=8580071 #stocks",,,,negative
Raju Kapoor,@rajukap,2018-11-11T15:35:10.000Z,"Raju Kapoor
@rajukap
·
Nov 11, 2018Congratulations Minister 
@RadhamohanBJP
 @AgriGoI
 for recognising the value of contribution that women make to the growth of agriculture in India. 
@FMCCorp
 @BethwynTodd
 @pamelapung
PIB India
@PIB_India
·
Nov 11, 2018
Women's participation is 75% in the production of major crops in the country

Special importance is being given to the role of women in achieving the goal of #DoublingFarmersIncome by 2022 

@AgriGoI @RadhamohanBJP @gssjodhpur
2
4",,2.0,4.0,neutral
FMC Corporation,@FMCCorp,2018-11-11T15:00:27.000Z,"FMC Corporation
@FMCCorp
·
Nov 11, 2018On #VeteransDay, FMC would like to thank all current members of the military. Here are some ways that you can thank a veteran at work. 
https://buff.ly/2Dix6XY
13
18",,13.0,18.0,neutral
Enterprise Leader,@EnterpriseLeade,2018-11-11T10:29:22.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 11, 2018FMC Corp $FMC Given Average Recommendation of “Buy” by Brokerages  http://theenterpriseleader.com/?p=1559745",,,,positive
The Lincolnian,@ThisLincolnian,2018-11-11T08:45:36.000Z,"The Lincolnian
@ThisLincolnian
·
Nov 11, 2018Jefferies Financial Group Weighs in on FMC Corp’s FY2018 Earnings $FMC http://thelincolnianonline.com/?p=2477961",,,,neutral
Dakota Financial,@dakotafinancial,2018-11-10T07:27:34.000Z,"Dakota Financial
@dakotafinancial
·
Nov 10, 2018FY2018 EPS Estimates for FMC Corp Reduced by Gabelli $FMC http://dakotafinancialnews.com/?p=613706",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-11-10T07:26:20.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 10, 2018FMC Corp Forecasted to Post FY2018 Earnings of $5.95 Per Share $FMC  http://theenterpriseleader.com/?p=1637859",,,,neutral
FMC Corporation,@FMCCorp,2018-11-09T21:30:52.000Z,"FMC Corporation
@FMCCorp
·
Nov 9, 2018Great to see our two partners, 
@TheFranklin
 and 
@Philabundance
, working together to make food science accessible during #ScienceDay
The Franklin Institute
@TheFranklin
·
Nov 9, 2018
Tomorrow, at @TheFranklin is holding a very special event on food science as part of #ScienceDay. Bring a non-perishable food item for @Philabundance to The Franklin Institute and you'll receive $3 off an adult general admission ticket! Full details: http://bit.ly/2P95QRa",,,,neutral
FirstToMarkets,@firsttomarkets,2018-11-09T20:15:45.000Z,"FirstToMarkets
@firsttomarkets
·
Nov 9, 2018FMC Corp  Reiterated Rating by Loop Capital (Ranked 67th) to Buy $FMC #FMC http://firsttomarkets.com/FTMMobile/#/stock/199…",,,,positive
Viveros AG,@ViverosdeChile,2018-11-09T16:47:29.000Z,"Viveros AG
@ViverosdeChile
·
Nov 9, 2018@ViverosdeChile
 agradece convocatoria Encuentro Fruticultores Chillán con 
@FMCCorp
 @Agromillora_
 @christianguldma
 @mazubri
 @DanielaUcv
 @MaritriniL
 @ProChile
3",,,3.0,neutral
Community Financial,@CFinancialNews,2018-11-09T13:56:09.000Z,"Community Financial
@CFinancialNews
·
Nov 9, 2018FMC Corp $FMC to Post FY2018 Earnings of $5.94 Per Share, Gabelli Forecasts http://americanbankingnews.com/?p=8549753 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-11-09T13:56:09.000Z,"US Banking News
@AmericanBanking
·
Nov 9, 2018FMC Corp $FMC to Post FY2018 Earnings of $5.94 Per Share, Gabelli Forecasts http://americanbankingnews.com/?p=8549753 #stocks",,,,neutral
Community Financial,@CFinancialNews,2018-11-09T13:56:04.000Z,"Community Financial
@CFinancialNews
·
Nov 9, 2018FMC Corp to Post FY2018 Earnings of $5.98 Per Share, KeyCorp Forecasts $FMC http://americanbankingnews.com/?p=8549762 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-11-09T13:56:03.000Z,"US Banking News
@AmericanBanking
·
Nov 9, 2018FMC Corp to Post FY2018 Earnings of $5.98 Per Share, KeyCorp Forecasts $FMC http://americanbankingnews.com/?p=8549762 #stocks",,,,neutral
Community Financial,@CFinancialNews,2018-11-09T13:55:58.000Z,"Community Financial
@CFinancialNews
·
Nov 9, 2018Jefferies Financial Group Brokers Increase Earnings Estimates for FMC Corp $FMC http://americanbankingnews.com/?p=8549784 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-11-09T13:55:56.000Z,"US Banking News
@AmericanBanking
·
Nov 9, 2018Jefferies Financial Group Brokers Increase Earnings Estimates for FMC Corp $FMC http://americanbankingnews.com/?p=8549784 #stocks",,,,neutral
"Karan Kumar, MD",@karanlarai,2018-11-09T08:27:32.000Z,"Karan Kumar, MD
@karanlarai
·
Nov 9, 2018@FMCCorp
 please have look at this.",,,,neutral
Amy O'Shea,@amygoshea,2018-11-09T00:52:15.000Z,"Amy O'Shea
@amygoshea
·
Nov 9, 2018Replying to 
@christinacoen4
Go Team 
@FMCAgUS
 west cost style!  Thanks to Aligned Ag for a great forum to share our focus and support for #Harvest19 
@FMCCorp
5",,,5.0,positive
FMC Corporation,@FMCCorp,2018-11-08T23:00:13.000Z,"FMC Corporation
@FMCCorp
·
Nov 9, 2018Happy #NationalSTEMDay to everyone pursuing a career in the fields of Science, Technology, Engineering, and Math!
Rural Development
@usdaRD
·
Nov 8, 2018
Happy #NationalSTEMDay! Today is about encouraging people of all ages to exercise their interests in the fields of Science, Technology, Engineering, & Math (STEM). Rural Development is proud to assist projects that champion STEM education. Learn more here: http://ow.ly/HHoT30mxQOS
2",,,2.0,neutral
Money Making Articles Hot Stuff,@mmahotstuff1,2018-11-08T20:47:31.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Nov 8, 2018New South Capital Management INC Has Upped Fmc Corp $FMC Holding - https://mmahotstuff.com/2018/11/08/new-south-capital-management-inc-has-upped-fmc-corp-fmc-holding.html…",,,,neutral
WhatsOnThorold,@whatsonthorold2,2018-11-08T20:47:00.000Z,"WhatsOnThorold
@whatsonthorold2
·
Nov 8, 2018Fmc Corp $FMC Shareholder New South Capital Management INC Lifted Position - https://whatsonthorold.com/2018/11/08/fmc-corp-fmc-shareholder-new-south-capital-management-inc-lifted-position/…",,,,neutral
The Casual Smart,@The_CasualSmart,2018-11-08T20:46:07.000Z,"The Casual Smart
@The_CasualSmart
·
Nov 8, 2018Fmc Corp $FMC Market Value Declined While New South Capital Management INC Lifted by $70.41 Million Its Position https://cardinalweekly.com/fmc-corp-fmc-market-value-declined-while-new-south-capital-management-inc-lifted-by-70-41-million-its-position/…",,,,negative
REurope,@reurope_stock,2018-11-08T20:44:56.000Z,"REurope
@reurope_stock
·
Nov 8, 2018New South Capital Management INC Has Lifted Fmc Corp $FMC Stake by $70.41 Million http://reurope.com/2018/11/08/new-south-capital-management-inc-has-lifted-fmc-corp-fmc-stake-by-70-41-million/…",,,,positive
FMC Corporation,@FMCCorp,2018-11-08T18:54:02.000Z,"FMC Corporation
@FMCCorp
·
Nov 8, 2018Great article from 
@AgProfessional
 about our expanded R&D capabilities and increasing library of compounds. Read more about the new FMC here: 
https://buff.ly/2Due2q0
2
2",,2.0,2.0,neutral
Community Financial,@CFinancialNews,2018-11-08T14:38:32.000Z,"Community Financial
@CFinancialNews
·
Nov 8, 2018FMC Corp Expected to Earn FY2019 Earnings of $6.25 Per Share $FMC http://americanbankingnews.com/?p=8535763 #markets",,,,neutral
MidEast Times,@midetimes,2018-11-08T14:37:12.000Z,"MidEast Times
@midetimes
·
Nov 8, 2018FMC Corp Expected to Earn FY2019 Earnings of $6.25 Per Share $FMC http://dailypolitical.com/?p=2489293 #stocks",,,,neutral
FMC Corporation,@FMCCorp,2018-11-08T13:35:27.000Z,"FMC Corporation
@FMCCorp
·
Nov 8, 2018The #FFABlueRoom was quite an experience and we were thrilled to have the opportunity to showcase our Capture® 3RIVE 3D® technology.
National FFA
@NationalFFA
·
Nov 7, 2018
#FFABlueRoom twitter.com/agrisync/statu…
4",,,4.0,positive
Business&Environment,@WhartonIGEL,2018-11-07T21:44:25.000Z,"Business&Environment
@WhartonIGEL
·
Nov 7, 2018@WhartonIGEL
 is pleased to host top corporate sustainability leaders to speak at the Wharton Careers in Sustainability Panel. Thanks to: 
@CampbellSoupCo
, @BoenningInc 
@SunwealthPower
 @JNJCares
 @FMCCorp
 and Sonoma County Winegrowers!
2
1",,2.0,1.0,neutral
Enterprise Leader,@EnterpriseLeade,2018-11-07T18:59:37.000Z,"Enterprise Leader
@EnterpriseLeade
·
Nov 7, 2018Financial Architects Inc Decreases Stake in FMC Corp $FMC  http://theenterpriseleader.com/?p=1581633",,,,neutral
AgriBusiness Global,@AgBusinessMedia,2018-11-07T18:25:05.000Z,"AgriBusiness Global
@AgBusinessMedia
·
Nov 7, 2018FMC Corp. has launched Ethos 3D insecticide/fungicide, formulated specifically for the novel 3RIVE 3D in-furrow application system that converts traditional high-volume applications to...
agribusinessglobal.com
FMC Launches Insecticide/Fungicide
FMC Corp. has launched Ethos 3D insecticide/fungicide, formulated specifically for the novel 3RIVE 3D in-furrow application system that converts
1
1",,1.0,1.0,neutral
SIAnalystWire,@AnalystWire,2018-11-07T13:02:43.000Z,"SIAnalystWire
@AnalystWire
·
Nov 7, 2018FMC Corp. $FMC PT Raised to $105 at Credit Suisse
streetinsider.com
FMC Corp. (FMC) PT Raised to $105 at Credit Suisse
Credit Suisse analyst Christopher Parkinson raised the price target on FMC Corp. (NYSE: FMC) to $105.00 (from $103.00) while maintaining a Underperform rating.",,,,positive
Stockflare US Page,@StockflareUS,2018-11-07T09:30:40.000Z,"Stockflare US Page
@StockflareUS
·
Nov 7, 2018$FMC: FMC Corp has lost a star, now a 4 star stock. (https://stockflare.com/stock/FMC)",,,,negative
StocksPredictor,@StocksPredictr,2018-11-07T09:08:04.000Z,"StocksPredictor
@StocksPredictr
·
Nov 7, 2018Unusual Activity Spotted in FMC Corp (FMC) and Flir Systems Inc (FLIR) https://jonesbororecorder.com/unusual-activity-spotted-in-fmc-corp-fmc-and-flir-systems-inc-flir/… $FMC #stocks #stockmarket",,,,neutral
IPO Sniffer,@IPOSniffer,2018-11-07T03:29:25.000Z,"IPO Sniffer
@IPOSniffer
·
Nov 7, 2018FMC Corp (FMC) Surpasses Earnings & Sales Estimates in Q3 https://ipo.news/fmc-corp-fmc-surpasses-earnings-sales-estimates-in-q3/…",,,,neutral
Mining.com.au,@miningcomau,2018-11-07T03:00:22.000Z,"Mining.com.au
@miningcomau
·
Nov 7, 2018FMC Corp has signalled that it will divest its remaining shares in #lithium producer Livent, which was spun-off from the company in October
reuters.com
Lithium-producer Livent says FMC sale to bring certainty for staff, investors
Lithium producer Livent Corp says majority owner FMC Corp's decision to sell its entire stake by next spring will help it better compete in the fast-moving sector, Chief Executive Paul Graves said on...
2
2",,2.0,2.0,positive
ResearchPool,@ResearchPool,2018-11-06T23:09:31.000Z,"ResearchPool
@ResearchPool
·
Nov 7, 2018$FMC #FMC Corp. Strong 2018 Continues for FMC; Maintaining $90 FVE With Largely Unchanged Outlook: FMC supported a strong 2018 in the third quarter as the crop chemical and lithium businesses continued to generate solid profit growth. In its earnings… http://dlvr.it/QqckhF",,,,positive
ResearchPool,@ResearchPool,2018-11-06T23:09:27.000Z,"ResearchPool
@ResearchPool
·
Nov 7, 2018$FMC #FMC Corp. Morningstar | Strong 2018 Continues for FMC; Maintaining $90 FVE With Largely Unchanged Outlook. See Updated Analyst Note from 06 Nov 2018: FMC supported a strong 2018 in the third quarter as the crop chemical and lithium businesses… http://dlvr.it/QqckhC",,,,positive
FMC Corporation,@FMCCorp,2018-11-06T20:33:28.000Z,"FMC Corporation
@FMCCorp
·
Nov 6, 2018Congratulations to our Middleport plant for reaching three consecutive years as an accident and injury-free workplace without an OSHA recordable incident, and thanks to New York State Senator Robert G. Ortt for recognizing our achievement. 
https://buff.ly/2F9BYQZ
3",,,3.0,positive
IPO Sniffer,@IPOSniffer,2018-11-06T18:47:56.000Z,"IPO Sniffer
@IPOSniffer
·
Nov 6, 2018FMC Corp. (FMC) Tops Q3 EPS by 5c; Maintains Outlook, $200M Buyback, to Spin-Off Livent http://dlvr.it/Qqbt5h",,,,positive
IPO Sniffer,@IPOSniffer,2018-11-06T18:29:28.000Z,"IPO Sniffer
@IPOSniffer
·
Nov 6, 2018FMC Corp. (FMC) Tops Q3 EPS by 5c; Maintains Outlook, $200M Buyback, to Spin-Off Livent https://ipo.news/fmc-corp-fmc-tops-q3-eps-by-5c-maintains-outlook-200m-buyback-to-spin-off-livent/…",,,,neutral
Rocketnews,@Rocketnews1,2018-11-06T17:17:38.000Z,"Rocketnews
@Rocketnews1
·
Nov 6, 2018UPDATE 1-Lithium-producer Livent says FMC sale to bring certainty for staff, investors | Lithium producer Livent Corp says
majority owner FMC Corp's decision to sell its entire
stake by next spring will help it better... | https://rocketnews.com/2018/11/update-1-lithium-producer-livent-says-fmc-sale-to-bring-certainty-for-staff-investors/…",,,,positive
Briefing.com,@Briefingcom,2018-11-05T23:35:19.000Z,"Briefing.com
@Briefingcom
·
Nov 6, 2018$FMC: FMC Corp beats by $0.06, beats on revs; guides Q4 EPS below consensus http://bit.ly/2Pe12ec",,,,positive
Rocketnews,@Rocketnews1,2018-11-05T23:16:13.000Z,"Rocketnews
@Rocketnews1
·
Nov 6, 2018Livent quarterly profit jumps 18 percent on rising lithium demand | Livent Corp, the lithium producer
spun off last month from FMC Corp, said on Monday its
quarterly profit rose 18 percent due to rising... | https://rocketnews.com/2018/11/livent-quarterly-profit-jumps-18-percent-on-rising-lithium-demand/…",,,,positive
FMC Corporation,@FMCCorp,2018-11-05T22:22:55.000Z,"FMC Corporation
@FMCCorp
·
Nov 5, 2018FMC Corporation Announces Third Quarter 2018 Results, Share Buyback Program and Intended Livent Spin Date. Read the full Press Release at: https://buff.ly/2DpRFC1
7
8",,7.0,8.0,neutral
FirstToMarkets,@firsttomarkets,2018-11-05T18:15:40.000Z,"FirstToMarkets
@firsttomarkets
·
Nov 5, 2018FMC Corp  Reiterated Rating by Credit Suisse (Ranked 26th) to Outperform $FMC #FMC http://firsttomarkets.com/FTMMobile/#/stock/199…",,,,positive
FirstToMarkets,@firsttomarkets,2018-11-05T16:15:39.000Z,"FirstToMarkets
@firsttomarkets
·
Nov 5, 2018FMC Corp  Reiterated Rating by Citigroup (Ranked 23rd) to Buy $FMC #FMC http://firsttomarkets.com/FTMMobile/#/stock/199…",,,,positive
